type,title,country,date_added,release_year,rating,duration,listed_in,description,service
TV Show,Whitechapel,,,2013,PG-13,4,"Drama,Thriller","This season sees the team confronted by twisted, gothic murders that reach right into their fears and superstitions. Someone is killing suspected witches; flayed bodies suggest someone is more interested in the victims' skin than in their death; and the sewers of Whitechapel threaten the team with an additional layer of horror. Who or what is really behind the evil that surfaces in Whitechapel?",amazon
Movie,White Tiger,,,2021,R,109,"Action,Science Fiction","Great Patriotic War, early 1940s. After barely surviving a battle with a mysterious, ghostly-white Tiger tank, Red Army Sergeant Ivan Naydenov becomes obsessed with its destruction.",amazon
Movie,White Savior: Racism In The American Church,,,2019,R,62,"Documentary,Faith and Spirituality,Special Interest","Despite the progress many see in the US over the years, it' become increasingly clear that the deep roots of racism and white supremacy continue to run through our political, cultural, and religious institutions. White Savior explores the historic relationship between racism and American Christianity, the ongoing segregation of the church in the US, and the complexities of racial reconciliation.",amazon
TV Show,White Dragon,,,2019,R,1,Drama,"Professor Jonah Mulray’s life is turned upside down when he discovers his wife, Megan Harris, has been killed in a car-crash in Hong Kong.",amazon
Movie,Whistle Stop,,,1946,PG-13,84,Drama,"This film noir finds sexy and beautiful Mary returning to her small hometown wearing a mink coat, looking for new ways to get money. Soon after, she hooks back up with her old lover Kenny Veech (Raft), but finds he is still an unemployed, lazy drinker and gambler, whospends most of his days at the local nightclub. While at the nightclub, she meets owner Lew Lentz (Conway), and seeing an opportunity, starts an affair with him. Soon Mary has both Kenny and Lew jealous and competing for her, ending up in a couple of fistfights. Lew's bartender, Gitlo (McLaglen) recruits Kenny in a scene to rob Lew of the $15,000 he raised in sponsoring a local carnival. However, Lew finds out about the plot, and has both men framed for murder.",amazon
Movie,Where Love Found Me,,,2018,PG-13,85,"Action,Drama,Special Interest","Daring escapes, hilarious stunts and danger turn a Hollywood director's world upside down when he meets a band of street kids living in the slum. Inspired by true events and filled with laughter and faith, Where Love Found Me invites you to experience the adventures of street life and reimagine the meaning of family.",amazon
Movie,Where is Chicky? - Chapter Two,,,2019,G,22,"Animation,Kids","Nobody knows where Chicky is exactly. We just know he is cute and deeply naïve. In this compilation, follow Chicky the cartoon bird as he explores the microwave, the espresso machine, the yule log and many more!",amazon
Movie,Where is Chicky? - Chapter Three,,,2019,G,22,"Animation,Kids","Nobody knows where Chicky is exactly. We just know he is cute and deeply naïve. In this compilation, follow Chicky the cartoon bird as he encounters a magnet, tennis ball launcher, rocket, and many more!",amazon
Movie,Where is Chicky? - Chapter One,,,2019,G,22,"Animation,Kids","Nobody knows where Chicky is exactly. We just know he is cute and deeply naïve. In this compilation, follow Chicky the cartoon bird as he works his way around the bin, the light bulb, the iron, and many more!",amazon
Movie,Where is Chicky? - Chapter Four,,,2019,G,22,"Animation,Kids","Nobody knows where Chicky is exactly. We just know he is cute and deeply naïve. In this compilation, follow Chicky the cartoon bird as he plays mini golf, plays in the pinball machine, falls into a birthday cake, and many more!",amazon
Movie,Where Hands Touch,,,2019,PG-13,122,"Drama,Young Adult Audience","When the daughter of a white German mother and an African father meets a member of the Hitler Youth - compulsory for all Aryan boys in 1944 Germany, they must battle against the fates laid out before them during the most brutal of times.",amazon
Movie,When the Lights Go On Again,,,1944,R,103,"Drama,Military and War","Ted and Arline, a young couple in love, decide to impulsively get married, despite the disapproval of their families. However, soon thereafter, Ted is drafted into the army and sent overseas to war. Months later, after suffering and surviving on the front lines, he is sent back home, suffering from shell shock. On the train ride home, Ted goes through the various memories of his life to cope. Once home, he tries to adjust to married life and his friends and loved ones give him the support and love he needs to fully recover. A heart-warming war-time story.",amazon
Movie,When in your reflection,,,2019,R,9,Drama,Images of a mother and daughter's relationship are intertwined between the mundane routine of work at a museum.,amazon
Movie,When Did You Last See Your Father?,,,2008,PG-13,92,"Arthouse,Drama","Based on the award-winning novel, When Did You Last See Your Father? is an unflinching exploration of a father/son relationship, as Blake Morrison (Colin Firth) deals with his father Arthur's (Jim Broadbent) terminal illness and imminent death.",amazon
Movie,When a Woman Loves A Man,,,2019,PG-13,90,Drama,Janet and Michael are a young couple trying to balance their life and love with one another. When challenges come up that threaten that bond they have to figure out how to keep their love strong or let it go. They have to figure out what love is.,amazon
Movie,WHATEVER FATHER,,,2018,G,102,Comedy,"Matias, a 10-year-old runs away from home in a huff and ends up getting on a bus, eventually he get lost, until he is found by Rogelio, a man who works as a clown restaurant.",amazon
TV Show,What's Up In Space: The Solar System For Kids,,,2010,G,1,"Documentary,Kids,Special Interest","What's Up In Space? is a refreshing series that introduces young learners to the solar system. These fascinating topics are presented at a developmentally appropriate level, using a combination of live action, colorful illustrations and computer created animations. Each program answers important questions in a fun, innovative style. An award-winning series used in classrooms and households.",amazon
TV Show,What's My Line?,,,1955,G,1,Unscripted,Four celebrity panelists try to guess the occupation of a guest by asking questions that result in yes or no answers.,amazon
TV Show,What Went Wrong: Countdown to Catastrophe,,,2019,PG-13,1,"Documentary,Special Interest","This series dives deep into six catastrophic events that stunned the world, a high adrenaline series about the interface between man and machine. Each disaster is retold by survivors and first responders, but eventually turns its focus on the machines, the high tech infallible constructions that suffered catastrophic failure because of engineering errors that were entirely preventable.",amazon
TV Show,What The Constitution Means To Me,,,2020,R,1,Comedy,"Fifteen-year-old Heidi Schreck earned her college tuition by winning Constitutional debate competitions across the United States. In this hilarious, hopeful, and achingly human show, Heidi resurrects her teenage self in order to trace the profound relationship between four generations of women and the founding document that shaped their lives.",amazon
Movie,What Price Crime,,,1935,NC-17,65,Thriller,"Government agent Allan Grey (Starrett) decides to go undercover to catch a gang of firearms smugglers. Grey poses as an aspiring prizefighter, catching the eye of gang leader Douglas Worthington (Madison), who decides to take Grey under his wing and into his confidence. However, complications occur when Grey falls for Worthington's sister Sondra (Cherrill), and he must choose between his duty and his love for Sondra.",amazon
Movie,What Comes Around,,,1985,PG-13,114,"Action,Adventure,Comedy","A brother of a successful singer, who has become an alcoholic after 25 years in the business, kidnaps him in order to dry him out. They discover that his manager has cheated him out of 8 million dollars over the years, so they seek revenge.",amazon
TV Show,WGC-Dell Technologies Match Play Reveal Show,,,2021,NR,1,Sports,"Host Jonathan Coachman and PGATOUR.COM Senior Writer Ben Everill break down the brackets for the 2021 World Golf Championships Dell Technologies Match Play at Austin Country Club with some special guests, including defending champion Kevin Kisner.",amazon
